plan_name_upper,plan_domain,lines,carrier_group,carrier_parent,carrier_type,resolved_from,submitter_group,submitter_type
TRES HEALTH-S&S HEALTHCARE STRATEGIES,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"GUARDIAR USA, LLC",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
STARK AUTOMOTIVE INC.,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
GROUP RESOURCE,lddlawyers.com,9,,,,,Other / direct,Unclassified
BLUEADVANTAGE ADMINISTRATORS OF ARKANSAS,arkbluecross.com,9,Arkansas BCBS,Independent,Blues licensee,domain,Blues plan,Blues licensee
FOXROCK RANCH HOLDING CO LLC,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
GREATWESTHEALTHCARE CIGNA,mutliplan.com,9,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
PRESTON HOLLOW EMERGENCY ROOM,bcbstx.com,9,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
"GR ENERGY SERVICES MANAGEMENT, LP",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"PORTFOLIO, INC",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
BLANK ROME,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
GOTO FOODS BENEFIT PLAN,springtidehealth.com,9,,,,,Other / direct,Unclassified
EXCELLUS BCBS,anthem.com,9,Excellus BCBS,Lifetime,Blues licensee,name,Anthem / Elevance,Carrier
PORTER HEDGES LLP EMPLOYEE GROUP INSURAN,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"GOVERNMENT EMPLOYEES HEALTH ASSOCIATION, INC. (GEHA)",clearhs.com,9,GEHA,GEHA,Carrier,name,ClearHealth Strategies,Repricing vendor
SCADA PRODUCTS LLC DBA EAGLE AUTOMATION,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AMBETTER WELLCARE,centene.com,9,Centene,Centene,Carrier,name,Centene,Carrier
"EL DORADO MOTORS, INC.",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
TETRA TECH,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
UMPQUA HEALTH ALLIANCE,umpquahealth.com,9,Health Alliance,Carle,Provider-sponsored,name,Other / direct,Unclassified
WILSON FIRE EQUIPMENT & SERVICE COMPANY,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
KAISER PERMANENTE WASHINGTON KFHP OF WA,multiplan.com,9,Kaiser Permanente,Kaiser,Carrier,name,MultiPlan / Claritev,Repricing vendor
"IMC COMPANIES, LLC WELFARE BENEFITS PLAN",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"EF JOHNSON TECHNOLOGIES, INC.",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"REAGENT CHEMICAL & RESEARCH, INC.",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
HEAVY & GENERAL LABORERS LOCAL-MERITAIN,clearhs.com,9,Aetna,CVS Health,Carrier,name,ClearHealth Strategies,Repricing vendor
BLUECROSS BLUESHIELD OF FLORIDA,bcbsfl.com,9,Florida Blue,GuideWell,Blues licensee,name,Blues plan,Blues licensee
EMBECTA CORP. GROUP HEALTH AND BENEFIT P,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
NORWOOD MANAGEMENT BENEFITS PLAN,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
DURCON INCORPORATED,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"CAROLINA BEVERAGE GROUP, LLC",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"MAGIC LEAP, INC. HEALTH AND WELFARE BENE",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
KASTECH SOFTWARE SOLUTIONS GROUP INC,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ELECTRA LINK INC,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ALL STAR CORRUGATED LLC,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"HILLSTONE RESTAURANT GROUP, INC. HEALTH",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"BCBSLA IS NOT THE INSURER. PROPER PARTY IS HMO LOUISIANA, INC. SEE RESPONSE.",lablue.com,9,BCBS Louisiana,Elevance,Blues licensee,name,Blues plan,Blues licensee
SHARP HEALTH,sharp.com,9,Sharp Health Plan,Sharp,Provider-sponsored,name,Other / direct,Unclassified
"REGAL CINEMAS, INC. FLEXIBLE BENEFITS PL",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
AMBETTER ARKANSAS,centene.com,9,Centene,Centene,Carrier,name,Centene,Carrier
AETNA OPEN ACCESS,aetna.com,9,Aetna,CVS Health,Carrier,name,Aetna,Carrier
IMAGINE HEALTH,imagine360.com,9,,,,,Other / direct,Unclassified
CORRECT CARE SOLUTIONS,wellpath.us,9,,,,,Other / direct,Unclassified
CIGNA,multiplan.org,9,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
AETNA BETTER HEALTH OF NJ,aetna.com,9,Aetna,CVS Health,Carrier,name,Aetna,Carrier
SCHULZE BURCH BISCUIT CO. GROUP HEALTH BENEFIT PLAN,springtidehealth.com,9,,,,,Other / direct,Unclassified
FIRSTCARE,bswhealth.org,9,,,,,Other / direct,Unclassified
"GLOBALHEALTH, INC",globalhealth.com,9,,,,,Other / direct,Unclassified
UNIVERSITY OF UTAH HEALTH PLANS,mhc.coop,9,,,,,Other / direct,Unclassified
US HEALTH AND LIFE INSURANCE,ascension.org,9,,,,,Other / direct,Unclassified
ANTHEM ELEVANCE,anthem.com,9,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
HMA,hmatpa.com,9,,,,,Other / direct,Unclassified
BLUECROSS BLUESHIELD FEP,elevancehealth.com,9,BCBS Federal Employee Program,BCBSA,Blues licensee,name,Anthem / Elevance,Carrier
BMI BENEFITS,bobmccloskey.com,9,,,,,Other / direct,Unclassified
GULF RESERVE,billingnav.com,9,,,,,Other / direct,Unclassified
90 DEGREE,90degreebyreflex.com,9,90 Degree Benefits,90 Degree,TPA / ASO,name,Other / direct,Unclassified
GREATWESTHEALTHCARE - CIGNA,multiplan.com,9,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
HORIZON BCBS - BCBS MI,multiplan.com,9,BCBS Michigan,Independent,Blues licensee,name,MultiPlan / Claritev,Repricing vendor
UNITEDHEALTH SHARED SERVICES,clearhealthcloud.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
WEB TBA,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
UNIVERSITY OF THE INCARNATE WORD,healthcomp.com,9,,,,,Other / direct,Unclassified
"BUCHANAN HAULING & RIGGING, INC",springtidehealth.com,9,,,,,Other / direct,Unclassified
EMPIRE BC BS BLUE CARD,anthem.com,9,BCBS Federal Employee Program,BCBSA,Blues licensee,name,Anthem / Elevance,Carrier
BCBS PF TEXAS,bcbstx.com,9,BCBS Texas,HCSC,Blues licensee,name,Blues plan,Blues licensee
MASS VIRTUAL INC,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BLUESHIELD OF NEW YORK,empireblue.com,9,Anthem / Elevance,Elevance,Carrier,domain,Anthem / Elevance,Carrier
"PHALCON, LTD WELFARE BENEFITS PLAN",cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
PRIME CONSTRUCTION GROUP INC,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
ANTHEMKY HMO,anthem.com,9,Anthem / Elevance,Anthem / Elevance,Carrier,domain,Anthem / Elevance,Carrier
UHC - LEVEL FUNDED,uhc.com,9,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
CDPHP,zelis.com,9,CDPHP,CDPHP,Carrier,name,Zelis,Repricing vendor
"KCI HOLDINGS, INC. WELFARE BENEFIT PLAN",cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
SPURS SPORTS AND ENTERTAINMENT,springtidehealth.com,9,,,,,Other / direct,Unclassified
90 DEGREE BENEFITL PLAN,90degreebenefits.com,9,90 Degree Benefits,90 Degree,TPA / ASO,name,Other / direct,Unclassified
SYMPLR SOFTWARE LLC,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
ANTHEM BLUE CROSS & BLUE SHIELD,anthem.com,9,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
CIGNA AND MULTIPLAN ON BEHALF OF CIGNA,multiplan.com,9,Cigna,Cigna,Carrier,name,MultiPlan / Claritev,Repricing vendor
ZELIS - ANTHEM HEALTH PLANS,zelis.com,9,Anthem / Elevance,Elevance,Carrier,name,Zelis,Repricing vendor
SCOTT & WHITE,bswhealth.org,9,,,,,Other / direct,Unclassified
SOT - LOCAL GOVT,zelis.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Zelis,Repricing vendor
"RAY HUFFINES CHEVROLET, INC.",springtidehealth.com,9,,,,,Other / direct,Unclassified
BLUESHEILD,anthem.com,9,Anthem / Elevance,Anthem / Elevance,Carrier,domain,Anthem / Elevance,Carrier
HORIZON BCBS,anthem.com,9,Horizon BCBS NJ,Independent,Blues licensee,name,Anthem / Elevance,Carrier
BCBS HEALTHCARE PLAN OF GA,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
HMSHOST HEALTH & WELFARE BENEFITS PLAN,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BLIE SHIELD OF CA,blueshieldca.com,9,Blue Shield of California,Independent,Blues licensee,domain,Blues plan,Blues licensee
CITY OF ENNIS EMPLOYEE BENEFITS PLAN,springtidehealth.com,9,,,,,Other / direct,Unclassified
"PELLA TENNESSEE, LLC",cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
UNITEDHEALTHCARE SHARED SERVIC,uhc.com,9,UnitedHealthcare,UnitedHealth Group,Carrier,name,UnitedHealthcare,Carrier
PROVIDENCE,clearhs.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
ANTHEM BLUE CROSS BLUE SHIELD OF VIRGINIA-FEP,anthem.com,9,BCBS Federal Employee Program,BCBSA,Blues licensee,name,Anthem / Elevance,Carrier
THE CARECENTRIX HEALTH AND WELFARE PLAN,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
TAKE-TWO INTERACTIVE SOFTWARE GROUP HEAL,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BLUE SHIELD CA OPTUM,optum.com,9,Blue Shield of California,Independent,Blues licensee,name,UnitedHealthcare,Carrier
CAREFIRST ADMINISTRATOR,dc.gov,9,CareFirst,Independent,Blues licensee,name,Other / direct,Unclassified
"GUNSTER, YOAKLEY & STEWART, P.A. EMPLOYE",cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
RELIABLE MEDICAL SUPPLY LLC,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
VISA INC.,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
COMMON GROUND HEALTHCARE,caresource.com,9,,,,,Other / direct,Unclassified
IMAGINE LEARNING LLC HEALTH AND WELFARE,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
BLUECROSS BLUESHIELD OF TEXAS,bcbsnm.com,9,BCBS Texas,HCSC,Blues licensee,name,Blues plan,Blues licensee
"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
MOUNTAIN HEALTH COOP,mhc.coop,9,,,,,Other / direct,Unclassified
"MORGAN AUTOMOTIVE HEALTH AND WELFARE PLAN - LCM INVESTMENT HOLDINGS II, LL",springtidehealth.com,9,,,,,Other / direct,Unclassified
EBM&A,ebam.com,9,,,,,Other / direct,Unclassified
CORESOURSE - LUMINARE HEALTH,multiplan.com,9,Luminare Health,Trustmark,TPA / ASO,name,MultiPlan / Claritev,Repricing vendor
COMM HEALTH PLAN OF WASHINGTON,chpw.org,9,,,,,Other / direct,Unclassified
AMERICAN POSTAL WORKERS UNION HEALTH,clearhs.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
AETNA - ALLIED,clearhs.com,9,Aetna,CVS Health,Carrier,name,ClearHealth Strategies,Repricing vendor
"UNITED COMMUNITY BANKS, INC.",zelis.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Zelis,Repricing vendor
IDR-ANTHEM BLUE CROSS BLUE SHIELD OF GA FEDERAL IDR,anthem.com,9,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
HARMONIC INC.,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
CIGNA,mltiplan.com,9,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
INDEPENDENCE BLUE CROSS,ibxtpa.com,9,Independence Blue Cross,Independence,Blues licensee,name,Blues plan,Blues licensee
CIGNA PPO,aetna.com,9,Cigna,Cigna,Carrier,name,Aetna,Carrier
RTD ATU HEALTH AND WELFARE,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
NATIONAL ASSOCIATION OF LETTER CARRIERS,zelis.com,9,NALC Health Benefit Plan,NALC,Union / Taft-Hartley,name,Zelis,Repricing vendor
"M. LIPSITZ & COMPANY, LTD.",springtidehealth.com,9,,,,,Other / direct,Unclassified
SOT - LOCAL GOVT LIMITED LP,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
JPMORGAN CHASE & CO,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
HORIZON BCBS - BCBS MICHIGAN,multiplan.com,9,BCBS Michigan,Independent,Blues licensee,name,MultiPlan / Claritev,Repricing vendor
VALCOURT GROUP,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
SUPERIOR OF OKLAHOMA,centene.com,9,Centene,Centene,Carrier,domain,Centene,Carrier
ENCORE ELECTRIC INC,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ASURIS NORTHWEST HEALTH,asurisdental.com,9,,,,,Other / direct,Unclassified
CIGNA-GW,cigna.com,9,Cigna,Cigna,Carrier,name,Cigna,Carrier
PROMINENCE,zelis.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,Zelis,Repricing vendor
UNIVERSITY FAMILY CARE PLAN BY COMMUNITY FIRST,cfhp.com,9,,,,,Other / direct,Unclassified
MEDICAL MUTUAL OHIO,multiplan.com,9,Medical Mutual,Independent,Carrier,name,MultiPlan / Claritev,Repricing vendor
"CULLEN FROST BANJERS, INC.",uhc.com,9,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
MOTIV HEALTH,motivhealth.com,9,,,,,Other / direct,Unclassified
BC FEDERAL EMPLOYEE PROGRAM CA-FACILITY,anthem.com,9,BCBS Federal Employee Program,BCBSA,Blues licensee,name,Anthem / Elevance,Carrier
BCBS FEP TN,multiplan.com,9,BCBS Tennessee,Independent,Blues licensee,name,MultiPlan / Claritev,Repricing vendor
SUTTER HEALTH PLAN,sutterhealth.org,9,,,,,Other / direct,Unclassified
SUPERIOR HEALTH PLAN OKLAHOMA,centene.com,9,Centene,Centene,Carrier,domain,Centene,Carrier
GROUP HEALTH & WELFARE PLAN AMAZON.COM S,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
BLUE ADVANTAGE OF ARKANSAS,claritev.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
UHC - INTEGRATED SHARED SERVICES UHIS,clearhealthcloud.com,9,UnitedHealthcare,UnitedHealth Group,Carrier,name,ClearHealth Strategies,Repricing vendor
ARIZONA SHEET METAL TRADE TRUST FUND,greenlight.com,9,,,,,Other / direct,Unclassified
BLUEC ROSS BLUE SHIELD,bcbstx.com,9,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
MERITAIN HEALTH,zelis.com,9,Aetna,CVS Health,Carrier,name,Zelis,Repricing vendor
AMERICAN PLAN ADMIN / CIGNA,springtidehealth.com,9,Cigna,Cigna,Carrier,name,Other / direct,Unclassified
BLUECROSS BLUESHELD,bcbstx.com,9,BCBS Texas,HCSC,Blues licensee,domain,Blues plan,Blues licensee
KEMPTON GROUP,phiagroup.com,9,,,,,Other / direct,Unclassified
NESIKA HEALTH LLC,cowcreek-nsn.gov,9,,,,,Other / direct,Unclassified
"HEALTH OPTIONS, INC",ndbh.com,9,Health Options,Independent,Carrier,name,Other / direct,Unclassified
HOMETOWN HEALTH PLAN OF NEVADA,hometownhealth.com,9,,,,,Other / direct,Unclassified
BLUE CROSS AND BLUE SHIELD OF SOUTH CARO,bcbssc.com,9,BCBS South Carolina,Independent,Blues licensee,domain,Blues plan,Blues licensee
CITY OF DICKSON,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
KAISER COLORADO,multiplan.com,9,Kaiser Permanente,Kaiser,Carrier,name,MultiPlan / Claritev,Repricing vendor
VULCAN INDUSTRIAL MANUFACTURING,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
ALSAC ST. JUDE CHILDREN'S RESEARCH HOSPI,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
RENAISSANCE BEHAVIORAL HEALTH SYSTEMS,cigna.com,9,Cigna,Cigna,Carrier,domain,Cigna,Carrier
"FIRST TEXAS HOMES, INC",multiplan.com,9,Government / public program,Government,Government,name,MultiPlan / Claritev,Repricing vendor
"CYBERARK SOFTWARE, INC.",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"ALTO PHARMACY, LLC",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
EVOLUTIONS,ebms.com,9,,,,,Other / direct,Unclassified
COKINOS YOUNG,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
CLARK COUNTY FIREFIGHTERS UNION LOCAL REDACTED SECURITY FUND BENEFIT PLAN,springtidehealth.com,9,,,,,Other / direct,Unclassified
BCBS TX - PREMERA BCBS,bcbstx.com,9,BCBS Texas,HCSC,Blues licensee,name,Blues plan,Blues licensee
ELEVANCE FKA ANTHEM,32bjfunds.com,9,Anthem / Elevance,Elevance,Carrier,name,Other / direct,Unclassified
ELEVANCE FORMERLY ANTHEM,anthem.com,9,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
"KEITH ZARS POOLS, LTD WELFARE BENEFIT PLAN",springtidehealth.com,9,,,,,Other / direct,Unclassified
PHP,phpmm.org,9,,,,,Other / direct,Unclassified
ANTHEM PATHWAY,anthem.com,9,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
PA - BCBS IBC,ibxtpa.com,9,Independence Blue Cross,Independence,Blues licensee,domain,Blues plan,Blues licensee
BLUE CROSS AND BLUE SHIELD OF ARIZONA,anthem.com,9,BCBS Arizona,Independent,Blues licensee,name,Anthem / Elevance,Carrier
KNIGHT PIESOLD & CO,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
SURESTUHC,uhc.com,9,UnitedHealthcare,UnitedHealthcare,Carrier,domain,UnitedHealthcare,Carrier
WPS,clearhealthcloud.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,ClearHealth Strategies,Repricing vendor
"MODERN METHOD GUNITE, INC",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"ANTHEM HEALTHCHOICE ASSURANCE, INC.",anthem.com,9,Anthem / Elevance,Elevance,Carrier,name,Anthem / Elevance,Carrier
XXX,no.com,9,,,,,Other / direct,Unclassified
BRUKNER TRUCK SALER,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
TEAM SELECT HOLDINGS LLC HEALTH AND WELF,lucenthealth.com,9,,,,,Other / direct,Unclassified
HEALTH ALLIANCE PLAN HAP,hap.org,9,Health Alliance,Carle,Provider-sponsored,name,Other / direct,Unclassified
NJ - BCBS HORIZON,claretiv.com,9,Horizon BCBS NJ,Independent,Blues licensee,name,Other / direct,Unclassified
"MYR GROUP, INC.",personifyhealth.com,9,,,,,Other / direct,Unclassified
"WATERFURNACE INTERNATIONAL, INC. EMPLOYE",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"SHARECARE OPERATING COMPANY, INC. WELFARE BENEFIT PLAN",springtidehealth.com,9,,,,,Other / direct,Unclassified
THE COMFORT GROUP WELFARE BENEFIT PLAN,employeeplansllc.com,9,,,,,Other / direct,Unclassified
TEX-TRUDE,multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"AVIDXCHANGE, INC. EMPLOYEE BENEFIT PLAN",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
"TEAMLINX LLLP, EMPLOYEE HEALTH AND WELFA",multiplan.com,9,Plan sponsor named (carrier not identified),Unknown,Employer / sponsor,sponsor,MultiPlan / Claritev,Repricing vendor
